House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
18,Jones Lane,Ashley,Watts,9,Son,NA,Male,Student,None,NA
18,Jones Lane,Phillip,Watts,7,Son,NA,Male,Student,None,NA
19,Jones Lane,Naomi,Williams,46,Head,Single,Female,Community arts worker,None,Christian
20,Jones Lane,Katie,Birch,56,Head,Single,Female,Unemployed,None,None
20,Jones Lane,Charlene,Williams-Birch,18,Daughter,Single,Female,Student,None,None
20,Jones Lane,Nicole,Williams-Birch,16,Daughter,NA,Female,Student,None,NA
20,Jones Lane,Alan,Williams-Birch,14,Son,NA,Male,Student,None,NA
20,Jones Lane,Paige,Williams-Birch,10,Daughter,NA,Female,Student,None,NA
21,Jones Lane,Michael,Dean-Nicholls,58,Head,Married,Male,Art gallery manager,None,Christian
21,Jones Lane,Hayley,Dean-Nicholls,55,Wife,Married,Female,Oncologist,None,Christian
22,Jones Lane,June,Jones,71,Head,Married,Female,Retired Clinical research associate,None,Christian
22,Jones Lane,Reece,Jones,69,Husband,Married,Male,Retired Charity officer,None,Christian
22,Jones Lane,Karen,Jones,38,Daughter,Single,Female,Hospital pharmacist,None,Christian
22,Jones Lane,Jenna,Jones,37,Daughter,Single,Female,"Engineer, communications",None,Christian
22,Jones Lane,Neil,Jones,37,Son,Single,Male,Technical author,None,Christian
23,Jones Lane,Charlene,Ward,48,Head,Married,Female,Insurance account manager,None,None
23,Jones Lane,Douglas,Ward,48,Husband,Married,Male,"Embryologist, clinical",None,None
23,Jones Lane,Kimberley,Ward,17,Daughter,NA,Female,Student,None,NA
23,Jones Lane,Keith,West-Ward,12,Son,NA,Male,Student,None,NA
23,Jones Lane,Julie,West-Ward,12,Daughter,NA,Female,Student,None,NA
24,Jones Lane,Jessica,Evans,64,Head,Married,Female,Sports therapist,None,Catholic
24,Jones Lane,Guy,Evans,67,Husband,Married,Male,"Psychologist, forensic",None,None
24,Jones Lane,Anne,Evans,39,Daughter,Single,Female,Private music teacher,None,Catholic
24,Jones Lane,Callum,Evans,35,Son,Single,Male,"Education officer, community",None,None
24,Jones Lane,Elaine,Evans,30,Daughter,Single,Female,Unemployed,None,Catholic
24,Jones Lane,Tom,Evans,29,Son,Single,Male,Higher education careers adviser,None,Catholic
24,Jones Lane,Bruce,Evans,29,Son,Single,Male,Chief Strategy Officer,None,None
25,Jones Lane,Megan,Burgess-Smith,36,Head,Married,Female,Chief of Staff,None,Catholic
25,Jones Lane,Darren,Burgess-Smith,36,Husband,Married,Male,Legal secretary,None,Catholic
25,Jones Lane,Amy,Burgess-Smith,16,Daughter,NA,Female,Student,None,NA
25,Jones Lane,Marcus,Burgess-Smith,15,Son,NA,Male,Student,None,NA
25,Jones Lane,Alan,Burgess-Smith,15,Son,NA,Male,Student,None,NA
26,Jones Lane,Mandy,Barrett,67,Head,Married,Female,Unemployed,None,Catholic
26,Jones Lane,Joel,Holt,69,Husband,Married,Male,"Retired Production assistant, television",None,Catholic
26,Jones Lane,Rhys,Barrett,24,Son,Single,Male,Immigration officer,Physical Disability,Catholic
26,Jones Lane,Liam,Barrett,20,Son,Single,Male,University Student,None,Christian
26,Jones Lane,Lawrence,Barrett,15,Son,NA,Male,Student,None,NA
27,Jones Lane,Janet,Ali,59,Head,Single,Female,"Surveyor, minerals",None,None
27,Jones Lane,Kieran,Scott,61,Partner,Single,Male,Computer games developer,None,None
27,Jones Lane,Brett,Ali,27,Son,Single,Male,"Merchandiser, retail",None,None
27,Jones Lane,Francesca,Ali,23,Daughter,Divorced,Female,Network engineer,None,None
27,Jones Lane,Terence,Ali,16,Son,NA,Male,Student,None,NA
27,Jones Lane,Jenna,Ali,16,Daughter,NA,Female,Student,None,NA
27,Jones Lane,Martyn,Ali,12,Son,NA,Male,Student,None,NA
27,Jones Lane,Joel,Ali,11,Son,NA,Male,Student,None,NA
28,Jones Lane,Tony,Young,52,Head,Married,Male,Dietitian,None,Methodist
28,Jones Lane,Gail,Young,47,Wife,Married,Female,Unemployed,None,Methodist
28,Jones Lane,Rita,Young,4,Daughter,NA,Female,Child,None,NA
28,Jones Lane,Timothy,Young,2,Adopted Son,NA,Male,Child,None,NA
29,Jones Lane,Connor,Clark,69,Head,Widowed,Male,Retired Newspaper journalist,None,Methodist
30,Jones Lane,Valerie,Hughes,41,Head,Single,Female,Fish farm manager,None,Catholic
30,Jones Lane,Arthur,Williams,45,Partner,Single,Male,Public affairs consultant,None,Catholic
30,Jones Lane,Jacqueline,Hughes,10,Daughter,NA,Female,Student,None,NA
30,Jones Lane,Anna,Hughes,6,Daughter,NA,Female,Student,None,NA
30,Jones Lane,Gary,Davies-Hughes,1,Son,NA,Male,Child,None,NA
30,Jones Lane,Allan,Ross,18,Lodger,Single,Male,Student,None,NA
30,Jones Lane,Joanna,Wade,23,Lodger,Single,Female,"Journalist, magazine",None,Catholic
30,Jones Lane,Eric,Boyle,52,Lodger,Divorced,Male,Building control surveyor,None,Catholic
30,Jones Lane,Jake,Newman,61,Lodger,Divorced,Male,Architectural technologist,None,None
30,Jones Lane,Elliot,Graham,26,Lodger,Divorced,Male,Trading standards officer,None,Jewish
30,Jones Lane,Reece,James,25,Lodger,Single,Male,Race relations officer,None,None
30,Jones Lane,Stuart,Ellis,64,Lodger,Single,Male,Computer games developer,None,Catholic
31,Jones Lane,Lauren,Bibi,62,Head,Married,Female,Interior and spatial designer,None,Catholic
31,Jones Lane,Malcolm,Bibi,65,Husband,Married,Male,"Producer, television/film/video",None,Catholic
31,Jones Lane,Wendy,Bibi,36,Daughter,Single,Female,Publishing copy,None,Catholic
31,Jones Lane,Sharon,Bibi,35,Daughter,Divorced,Female,"Teacher, primary school",None,Catholic
31,Jones Lane,Karl,Bibi,34,Son,Widowed,Male,"Engineer, building services",None,Catholic
32,Jones Lane,Glenn,Barnett,19,Head,Single,Male,University Student,None,None
32,Jones Lane,Lorraine,Potter,27,None,Single,Female,Broadcast engineer,None,None
32,Jones Lane,Billy,Spencer,18,None,Single,Male,Student,None,NA
32,Jones Lane,Roy,Kelly,54,None,Single,Male,Unemployed,None,None
32,Jones Lane,Rosie,Smith,37,None,Single,Female,Multimedia programmer,None,Catholic
33,Jones Lane,Georgina,Williams,48,Head,Single,Female,Health and safety inspector,None,Catholic
33,Jones Lane,Janet,Williams,18,Daughter,Single,Female,Student,None,Catholic
33,Jones Lane,Alexandra,Williams,18,Daughter,Divorced,Female,Student,None,None
33,Jones Lane,Helen,Williams,17,Daughter,NA,Female,Student,None,NA
33,Jones Lane,Rachel,Williams,14,Daughter,NA,Female,Student,None,NA
34,Jones Lane,Naomi,Bruce,49,Head,Married,Female,Tax adviser,None,None
34,Jones Lane,Christopher,Bruce,53,Husband,Married,Male,"Producer, radio",None,None
34,Jones Lane,Ross,Bruce,20,Son,Single,Male,University Student,None,None
34,Jones Lane,Kerry,Bruce,16,Daughter,NA,Female,Student,None,NA
34,Jones Lane,Stacey,Bruce,16,Daughter,NA,Female,Student,None,NA
35,Jones Lane,Kirsty,Day,33,Head,Divorced,Female,Clinical cytogeneticist,None,None
35,Jones Lane,Sean,Lewis-Day,13,Son,NA,Male,Student,None,NA
35,Jones Lane,Timothy,Lewis-Day,8,Son,NA,Male,Student,None,NA
35,Jones Lane,Lisa,Lewis-Day,5,Daughter,NA,Female,Student,None,NA
35,Jones Lane,Sarah,Lewis-Day,4,Daughter,NA,Female,Child,None,NA
36,Jones Lane,Victoria,Hayward,23,Head,Single,Female,Commercial art gallery manager,None,None
36,Jones Lane,Sara,Elliott,25,None,Single,Female,"Surveyor, hydrographic",None,None
36,Jones Lane,Yvonne,Bell,44,None,Divorced,Female,"Surveyor, land/geomatics",None,Catholic
36,Jones Lane,Geoffrey,Tyler,53,None,Single,Male,Community arts worker,None,Christian
36,Jones Lane,Pamela,Parker,20,None,Single,Female,University Student,None,None
36,Jones Lane,Garry,Doherty,57,None,Single,Male,Land,None,None
36,Jones Lane,Ross,Frost,27,None,Single,Male,"Surveyor, building",None,Methodist
36,Jones Lane,Kathleen,Faulkner,48,None,Single,Female,"Engineer, maintenance (IT)",None,Christian
36,Jones Lane,Guy,Roberts,32,None,Single,Male,"Designer, graphic",None,None
36,Jones Lane,Charlotte,Smith,49,None,Single,Female,Television camera operator,None,Christian
36,Jones Lane,Bryan,O'Neill,61,None,Single,Male,Video editor,None,Christian
36,Jones Lane,Douglas,Martin,36,None,Single,Male,Insurance account manager,None,Christian
36,Jones Lane,Lucy,Ball,25,None,Single,Female,Armed forces logistics/support/administrative officer,None,Christian
36,Jones Lane,Julia,Atkins,21,None,Single,Female,University Student,None,None
36,Jones Lane,Chelsea,Oliver,30,None,Single,Female,Equities trader,None,None
36,Jones Lane,Sheila,Hughes,18,None,Single,Female,Student,None,NA
36,Jones Lane,Lynda,Smith,39,None,Single,Female,Clinical molecular geneticist,None,Catholic
36,Jones Lane,Frances,Davison,31,None,Single,Female,Pathologist,None,None
36,Jones Lane,Kelly,Atkinson,30,None,Single,Female,Glass blower/designer,None,Methodist
37,Jones Lane,Lynda,Daniels,46,Head,Single,Female,Public relations account executive,None,Christian
37,Jones Lane,Gerald,Dickinson,45,Partner,Single,Male,"Buyer, industrial",None,None
37,Jones Lane,Dennis,Daniels,21,Son,Single,Male,University Student,None,None
37,Jones Lane,Mitchell,Daniels,13,Son,NA,Male,Student,None,NA
37,Jones Lane,Marie,Daniels,10,Daughter,NA,Female,Student,None,NA
37,Jones Lane,Clive,Daniels,9,Son,NA,Male,Student,None,NA
37,Jones Lane,James,Daniels,6,Son,NA,Male,Student,None,NA
37,Jones Lane,Steven,Daniels,6,Son,NA,Male,Student,None,NA
38,Jones Lane,Victor,Lee,36,Head,Married,Male,"Engineer, site",None,Catholic
38,Jones Lane,Kelly,Lee,33,Wife,Married,Female,Unemployed,None,None
38,Jones Lane,Clifford,Lee,2,Son,NA,Male,Child,None,NA
38,Jones Lane,Sara,Read,38,Lodger,Divorced,Female,"Surveyor, planning and development",None,Methodist
38,Jones Lane,Megan,Foster,46,Lodger,Divorced,Female,Quality manager,None,None
39,Jones Lane,Robin,Scott,43,Head,Married,Male,Applications developer,None,None
39,Jones Lane,Jacob,Scott,40,Husband,Married,Male,Occupational hygienist,None,None
39,Jones Lane,Colin,Scott,51,Cousin,Single,Male,Magazine journalist,None,None
39,Jones Lane,Julie,Scott,52,Cousin,Single,Female,Wellsite geologist,None,None
39,Jones Lane,Jenna,Scott,48,Cousin,Single,Female,"Optician, dispensing",None,None
40,Jones Lane,Georgina,Smith,41,Head,Single,Female,Television floor manager,None,None
40,Jones Lane,Gerard,Ferguson,43,Partner,Single,Male,"Engineer, production",None,None
40,Jones Lane,Dorothy,Smith,12,Daughter,NA,Female,Student,None,NA
40,Jones Lane,Teresa,Wright-Smith,11,Daughter,NA,Female,Student,None,NA
40,Jones Lane,Jonathan,Wright-Smith,7,Son,NA,Male,Student,None,NA
40,Jones Lane,Gary,Swift-Wright-Smith,2,Son,NA,Male,Child,None,NA
40,Jones Lane,Leslie,Hall,48,Lodger,Single,Male,Dietitian,None,Catholic
41,Jones Lane,Eleanor,Smart,58,Head,Widowed,Female,Ophthalmologist,None,None
41,Jones Lane,Mohammad,Smart,40,Son,Single,Male,Higher education lecturer,Blind,None
41,Jones Lane,Gillian,Smart,40,Daughter,Single,Female,Unemployed,None,None
41,Jones Lane,Lynda,Smart,37,Daughter,Single,Female,Film/video editor,None,None
41,Jones Lane,Henry,Smart,31,Son,Single,Male,"Lighting technician, broadcasting/film/video",None,None
41,Jones Lane,Sandra,Smart,27,Daughter,Widowed,Female,"Scientist, research (physical sciences)",None,None
42,Jones Lane,Teresa,Daniels,35,Head,Single,Female,Archivist,None,None
42,Jones Lane,Tina,Daniels,2,Daughter,NA,Female,Child,None,NA
42,Jones Lane,Stacey,Daniels,0,Daughter,NA,Female,Child,None,NA
42,Jones Lane,Bernard,Lynch,54,Lodger,Divorced,Male,Architect,None,Christian
42,Jones Lane,Susan,Mason,56,Lodger,Single,Female,"Psychotherapist, dance movement",None,Christian
42,Jones Lane,Kieran,Phillips,50,Sibling,Divorced,Male,"Engineer, energy",None,Christian
42,Jones Lane,Joanne,Curtis,19,Lodger,Single,Female,University Student,None,Catholic
42,Jones Lane,Jill,Morris,41,Cousin,Single,Female,"Surveyor, insurance",None,Catholic
43,Jones Lane,Carly,Humphries,70,Head,Married,Female,Retired Aeronautical engineer,None,None
43,Jones Lane,Daniel,Humphries-Blake,69,Husband,Married,Male,Retired Broadcast engineer,None,None
43,Jones Lane,Sophie,Humphries-Blake,48,Daughter,Single,Female,"Designer, exhibition/display",None,None
43,Jones Lane,Tony,Humphries-Blake,43,Son,Divorced,Male,Arts administrator,None,None
43,Jones Lane,Damien,Humphries-Blake,39,Son,Single,Male,Chartered public finance accountant,None,None
44,Jones Lane,Patricia,White,35,Head,Single,Female,"Programmer, systems",None,Catholic
44,Jones Lane,Paige,White,3,Daughter,NA,Female,Child,None,NA
44,Jones Lane,Bradley,White,0,Son,NA,Male,Child,None,NA
44,Jones Lane,Nicholas,White,0,Son,NA,Male,Child,None,NA
44,Jones Lane,Amber,Taylor,33,Lodger,Single,Female,Art therapist,None,Jewish
45,Jones Lane,Lynn,Powell,40,Head,Married,Female,"Pharmacist, hospital",None,None
45,Jones Lane,Dominic,Powell,42,Husband,Married,Male,Games developer,None,None
45,Jones Lane,Francesca,Powell,7,Daughter,NA,Female,Student,None,NA
45,Jones Lane,Louise,Evans,2,Daughter,NA,Female,Child,None,NA
45,Jones Lane,Carole,Evans,1,Daughter,NA,Female,Child,None,NA
45,Jones Lane,Adrian,Griffiths,31,Lodger,Single,Male,"Engineer, broadcasting (operations)",None,None
46,Jones Lane,Carly,Thomas,52,Head,Divorced,Female,Unemployed,None,Christian
46,Jones Lane,Brett,Thomas,24,Son,Single,Male,Immunologist,None,Christian
46,Jones Lane,Jordan,Thomas,20,Son,Single,Male,University Student,None,Christian
46,Jones Lane,Charlotte,Thomas,17,Daughter,NA,Female,Student,None,NA
46,Jones Lane,Alexandra,Thomas,16,Daughter,NA,Female,Student,None,NA
47,Jones Lane,Lorraine,Brown,67,Head,Married,Female,Illustrator,None,None
47,Jones Lane,Leigh,Brown,66,Husband,Married,Male,"Surveyor, land/geomatics",None,None
47,Jones Lane,Joanna,Brown,46,Daughter,Widowed,Female,Barista,None,None
47,Jones Lane,Tony,Brown,45,Son,Divorced,Male,"Psychologist, counselling",None,None
47,Jones Lane,Iain,Brown,39,Son,Single,Male,Television production assistant,None,None
47,Jones Lane,Gemma,Brown,31,Daughter,Single,Female,"Pharmacist, hospital",None,None
47,Jones Lane,Martyn,Brown,30,Son,Single,Male,"Administrator, local government",None,None
47,Jones Lane,Eleanor,Brown,29,Daughter,Widowed,Female,Podiatrist,None,None
47,Jones Lane,Stewart,Brown,27,Son,Single,Male,Environmental education officer,None,None
47,Jones Lane,Sam,Brown,11,Son,NA,Male,Student,None,NA
48,Jones Lane,Barbara,Williams,43,Head,Married,Female,Clinical molecular geneticist,None,None
48,Jones Lane,Peter,Williams,38,Husband,Married,Male,Unemployed,None,None
48,Jones Lane,Andrea,Williams,10,Daughter,NA,Female,Student,None,NA
48,Jones Lane,Kieran,Williams,9,Son,NA,Male,Student,None,NA
48,Jones Lane,Maureen,Williams,7,Daughter,NA,Female,Student,None,NA
1,Earl Street,Maria,Lane,31,Head,Married,Female,Trade union research officer,None,Muslim
1,Earl Street,Antony,Lane,33,Husband,Married,Male,Unemployed,None,Muslim
1,Earl Street,Tom,Lane,0,Son,NA,Male,Child,None,NA
1,Earl Street,Tracey,Brooks,45,Lodger,Single,Female,"Exhibitions officer, museum/gallery",None,Methodist
2,Earl Street,Christian,Lee,34,Head,Divorced,Male,Unemployed,None,None
2,Earl Street,Kathryn,Parry,33,Lodger,Divorced,Female,"Designer, textile",None,Sikh
3,Earl Street,Josh,Porter,51,Head,Divorced,Male,"Engineer, agricultural",None,Methodist
4,Earl Street,Dorothy,Byrne,43,Head,Married,Female,Theme park manager,None,Methodist
4,Earl Street,Charlie,Byrne,46,Husband,Married,Male,Unemployed,None,None
4,Earl Street,Janice,Byrne,15,Daughter,NA,Female,Student,None,NA
5,Earl Street,Albert,Hunter,43,Head,Married,Male,Banker,None,Catholic
5,Earl Street,Beverley,Hunter,41,Wife,Married,Female,"Engineer, civil (consulting)",None,Catholic
6,Earl Street,Valerie,Fletcher,64,Head,Single,Female,Recruitment consultant,None,Christian
6,Earl Street,Georgia,Fletcher,48,Daughter,Divorced,Female,Operations geologist,None,Christian
6,Earl Street,Annette,Fletcher,44,Daughter,Single,Female,Tax adviser,None,Christian
6,Earl Street,Brenda,Fletcher,42,Daughter,Single,Female,Diagnostic radiographer,None,None
7,Earl Street,Anne,Edwards,55,Head,Married,Female,"Accountant, chartered public finance",None,Catholic
7,Earl Street,Marc,Edwards,58,Husband,Married,Male,Engineering geologist,None,Catholic
7,Earl Street,Karl,Edwards,22,Son,Single,Male,University Student,None,Catholic
7,Earl Street,Hollie,Edwards,11,Daughter,NA,Female,Student,None,NA
8,Earl Street,Lorraine,Green,43,Head,Single,Female,Higher education careers adviser,None,None
8,Earl Street,Guy,Mitchell,19,None,Divorced,Male,University Student,None,Methodist
9,Earl Street,Kirsty,Wright,37,Head,Married,Female,Retail banker,None,None
9,Earl Street,Geoffrey,Wright,38,Husband,Married,Male,Fashion designer,None,None
9,Earl Street,Billy,Wright,2,Son,NA,Male,Child,None,NA
9,Earl Street,Owen,Wright,0,Son,NA,Male,Child,None,NA
TEN,Earl Street,Kirsty,Ward,42,Head,Divorced,Female,Quality manager,None,Catholic
10,Earl Street,Josh,Ward,1,Son,NA,Male,Child,None,NA
11,Earl Street,Chloe,Harvey,39,Head,Married,Female,Freight forwarder,None,Catholic
11,Earl Street,Eric,Harvey,42,Husband,Married,Male,"Psychologist, sport and exercise",None,Catholic
11,Earl Street,Lydia,Harvey,5,Daughter,NA,Female,Student,None,NA
12,Earl Street,Hilary,Richards,51,Head,Single,Female,Commissioning editor,None,None
13,Earl Street,Cheryl,Lees,30,Head,Single,Female,"Engineer, land",None,None
13,Earl Street,Dominic,Young,27,Partner,Single,Male,"Administrator, sports",None,None
14,Earl Street,Graeme,Benson,63,Head,Single,Male,Field trials officer,None,None
15,Earl Street,Ashleigh,Murphy,41,Head,Divorced,Female,Unemployed,None,Christian
15,Earl Street,Harriet,Murphy,13,Daughter,NA,Female,Student,None,NA
15,Earl Street,Colin,Murphy,7,Son,NA,Male,Student,Unknown Infection,NA
15,Earl Street,Hazel,Murphy,4,Daughter,NA,Female,Child,None,NA
15,Earl Street,Billy,Murphy,4,Son,NA,Male,Child,None,NA
16,Earl Street,Hannah,Brooks,38,Head,Single,Female,"Psychologist, occupational",None,Christian
16,Earl Street,Gerald,Russell-Brooks,7,Son,NA,Male,Student,None,NA
16,Earl Street,Connor,Wood,7,Son,NA,Male,Student,None,NA
16,Earl Street,Ben,Wood,4,Son,NA,Male,Child,None,NA
16,Earl Street,Damien,Wood,0,Son,NA,Male,Child,None,NA
17,Earl Street,Debra,Gray,31,Head,Single,Female,Counselling psychologist,None,Muslim
17,Earl Street,Natasha,Gray,2,Daughter,NA,Female,Child,None,NA
18,Earl Street,Adam,Newton,45,Head,Married,Male,Statistician,None,None
18,Earl Street,Nicola,Newton,43,Wife,Married,Female,Oncologist,None,None
18,Earl Street,Barbara,Newton,13,Daughter,NA,Female,Student,None,NA
18,Earl Street,Geraldine,Newton,9,Daughter,NA,Female,Student,None,NA
19,Earl Street,Alexander,Jones,38,Head,Single,Male,Retail merchandiser,None,None
19,Earl Street,Alison,Murray,39,Partner,Single,Female,Advice worker,None,None
19,Earl Street,Suzanne,Jones,10,Daughter,NA,Female,Student,None,NA
19,Earl Street,Denise,Jones,7,Daughter,NA,Female,Student,Unknown Infection,NA
20,Earl Street,Liam,Freeman,56,Head,Single,Male,Horticultural therapist,None,None
20,Earl Street,Georgina,Howe,60,Partner,Single,Female,"Administrator, charities/voluntary organisations",None,None
21,Earl Street,Jake,Murphy,36,Head,Single,Male,Analytical chemist,None,Catholic
21,Earl Street,Chloe,Franklin,41,Partner,Single,Female,Fisheries officer,None,Catholic
